Sequence name	HCV-I_PV1_Run3_B	HCV-H_PV1_Run3_B	HCV-J_PV1_Run3_A	JAS_PV1_Run10_A	HCV-H_PV1_Run3_A	HCV-I_PV1_Run3_A	HCV-J_PV1_Run3_B	SB_PV1_Run3_A	JAS_PV1_Run10_B	SB_PV1_Run3_B
PV1_000294	279.48	322.33	300.24	227.35	163.60	285.01	492.57	324.62	322.01	267.64
PV1_000295	0.00	0.00	198.55	41.34	37.75	69.33	64.25	17.09	8.47	15.74
PV1_000296	279.48	343.82	130.75	206.68	207.64	169.47	139.21	222.11	245.74	220.41
PV1_000297	0.00	0.00	82.32	20.67	31.46	23.11	21.42	11.39	8.47	31.49
PV1_000298	12.15	42.98	4.84	20.67	12.58	3.85	0.00	11.39	0.00	10.50
PV1_000299	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00
PV1_000300	121.51	171.91	121.07	62.00	31.46	53.92	117.79	28.48	50.84	78.72
PV1_000301	24.30	0.00	92.01	41.34	12.58	69.33	96.37	34.17	16.95	5.25
PV1_000302	36.45	21.49	53.27	82.67	50.34	42.37	74.96	74.04	33.90	15.74
PV1_000303	12.15	64.47	537.53	20.67	125.84	146.36	235.58	11.39	42.37	10.50
PV1_000304	48.60	85.95	87.17	103.34	81.80	69.33	10.71	148.07	50.84	47.23
PV1_000305	48.60	42.98	53.27	20.67	31.46	53.92	21.42	56.95	16.95	31.49
PV1_000306	60.76	21.49	82.32	20.67	18.88	38.52	64.25	68.34	33.90	0.00
PV1_000307	24.30	0.00	43.58	0.00	6.29	69.33	53.54	0.00	0.00	0.00
PV1_000308	12.15	0.00	96.85	20.67	0.00	184.87	64.25	5.70	16.95	0.00
PV1_000309	85.06	107.44	300.24	82.67	81.80	138.66	224.87	96.82	118.64	68.22
PV1_000310	279.48	171.91	58.11	330.69	213.94	119.40	149.91	313.23	228.80	257.15
PV1_000311	72.91	64.47	53.27	165.34	81.80	96.29	64.25	56.95	110.16	20.99
PV1_000312	121.51	150.42	208.23	186.01	144.72	119.40	149.91	170.85	93.21	94.46
PV1_000313	12.15	0.00	4.84	0.00	12.58	7.70	10.71	0.00	8.47	5.25
PV1_000314	243.02	300.84	154.96	248.02	327.20	173.32	192.75	381.57	237.27	288.64
PV1_000315	194.42	42.98	130.75	20.67	151.01	231.09	182.04	148.07	127.11	104.96
PV1_000316	24.30	85.95	38.74	41.34	6.29	42.37	21.42	28.48	50.84	57.73
PV1_000317	0.00	42.98	14.53	62.00	56.63	3.85	0.00	62.65	33.90	26.24
PV1_000318	97.21	21.49	150.12	165.34	151.01	843.49	42.83	22.78	33.90	20.99
PV1_000319	48.60	85.95	29.06	82.67	132.14	65.48	107.08	91.12	127.11	120.70
PV1_000320	145.81	107.44	537.53	165.34	151.01	304.27	385.49	74.04	169.48	78.72
PV1_000321	0.00	0.00	14.53	0.00	0.00	50.07	0.00	0.00	16.95	0.00
PV1_000322	24.30	42.98	14.53	20.67	18.88	34.66	21.42	39.87	67.79	31.49
PV1_000323	0.00	0.00	82.32	0.00	37.75	142.51	42.83	22.78	50.84	5.25
PV1_000324	0.00	21.49	14.53	20.67	0.00	15.41	0.00	5.70	25.42	15.74
PV1_000325	291.63	42.98	184.02	310.02	264.27	146.36	214.16	290.45	169.48	278.14
PV1_000326	48.60	128.93	67.80	103.34	113.26	65.48	64.25	79.73	93.21	68.22
PV1_000327	194.42	150.42	53.27	62.00	151.01	92.44	128.50	62.65	110.16	131.20
PV1_000328	85.06	0.00	53.27	144.68	106.97	57.77	21.42	125.29	135.58	110.21
PV1_000329	60.76	64.47	111.38	289.35	257.98	88.59	85.67	74.04	161.00	204.67
PV1_000330	0.00	21.49	154.96	20.67	0.00	38.52	32.12	0.00	8.47	0.00
PV1_000331	0.00	0.00	24.21	0.00	6.29	19.26	21.42	0.00	0.00	0.00
PV1_000332	36.45	0.00	87.17	41.34	37.75	53.92	107.08	11.39	16.95	5.25
PV1_000333	352.38	236.38	169.49	454.70	295.74	165.62	192.75	364.48	135.58	330.62
PV1_000334	36.45	85.95	58.11	0.00	62.92	23.11	85.67	74.04	76.27	26.24
PV1_000335	24.30	0.00	48.43	0.00	6.29	19.26	21.42	22.78	50.84	0.00
PV1_000336	24.30	21.49	33.90	20.67	37.75	38.52	64.25	22.78	25.42	62.97
PV1_000337	0.00	0.00	0.00	0.00	6.29	0.00	0.00	0.00	0.00	0.00
PV1_000338	24.30	0.00	9.69	41.34	12.58	84.73	10.71	11.39	42.37	10.50
PV1_000339	121.51	171.91	111.38	103.34	151.01	204.13	257.00	148.07	194.90	104.96
PV1_000340	0.00	0.00	9.69	41.34	6.29	23.11	10.71	5.70	16.95	5.25
PV1_000341	36.45	0.00	48.43	0.00	31.46	88.59	64.25	17.09	25.42	0.00
PV1_000342	72.91	64.47	82.32	62.00	125.84	69.33	42.83	91.12	42.37	20.99
PV1_000343	0.00	0.00	0.00	0.00	0.00	7.70	0.00	0.00	0.00	0.00
PV1_000344	72.91	42.98	72.64	0.00	6.29	200.28	74.96	34.17	50.84	62.97
PV1_000345	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00
PV1_000346	12.15	42.98	38.74	41.34	25.17	38.52	64.25	0.00	33.90	10.50
PV1_000347	24.30	21.49	29.06	62.00	18.88	23.11	21.42	22.78	16.95	47.23
PV1_000348	133.66	128.93	106.54	124.01	106.97	196.43	235.58	153.77	135.58	188.92
PV1_000349	72.91	128.93	43.58	103.34	163.60	88.59	42.83	176.55	127.11	125.95
PV1_000350	109.36	42.98	87.17	62.00	94.38	92.44	42.83	182.24	203.37	157.44
PV1_000351	12.15	0.00	14.53	0.00	12.58	15.41	53.54	11.39	16.95	0.00
PV1_000352	12.15	0.00	96.85	0.00	18.88	53.92	32.12	5.70	16.95	0.00
PV1_000353	97.21	64.47	29.06	20.67	18.88	38.52	10.71	45.56	59.32	31.49
PV1_000354	24.30	0.00	72.64	0.00	25.17	26.96	53.54	39.87	33.90	47.23
PV1_000355	24.30	42.98	14.53	124.01	37.75	23.11	21.42	113.90	76.27	36.74
PV1_000356	12.15	0.00	58.11	0.00	6.29	15.41	53.54	11.39	33.90	0.00
PV1_000357	24.30	429.77	33.90	0.00	478.21	34.66	32.12	5.70	25.42	0.00
PV1_000358	0.00	21.49	19.37	20.67	6.29	7.70	21.42	11.39	0.00	15.74
PV1_000359	24.30	21.49	4.84	0.00	25.17	7.70	32.12	17.09	16.95	20.99
PV1_000360	36.45	107.44	96.85	82.67	100.68	130.95	74.96	62.65	67.79	110.21
PV1_000361	85.06	85.95	561.74	227.35	157.31	181.02	364.08	142.38	101.69	125.95
PV1_000362	36.45	0.00	29.06	20.67	25.17	23.11	10.71	22.78	8.47	20.99
PV1_000363	145.81	64.47	29.06	20.67	62.92	46.22	21.42	91.12	50.84	89.21
PV1_000364	36.45	42.98	58.11	20.67	50.34	38.52	32.12	56.95	33.90	47.23
PV1_000365	12.15	0.00	24.21	0.00	6.29	34.66	0.00	11.39	0.00	5.25
PV1_000366	12.15	0.00	19.37	41.34	6.29	11.55	0.00	11.39	0.00	10.50
PV1_000367	230.87	64.47	111.38	186.01	113.26	100.14	160.62	176.55	118.64	230.91
PV1_000368	60.76	128.93	53.27	165.34	119.55	53.92	53.54	176.55	135.58	178.43
PV1_000369	0.00	21.49	19.37	41.34	18.88	11.55	10.71	28.48	84.74	15.74
PV1_000370	267.32	236.38	101.69	206.68	163.60	103.99	96.37	165.16	144.06	152.19
PV1_000371	24.30	85.95	96.85	124.01	88.09	92.44	117.79	102.51	59.32	183.68
PV1_000372	12.15	0.00	62.95	82.67	31.46	34.66	21.42	5.70	33.90	0.00
PV1_000373	12.15	0.00	19.37	0.00	0.00	19.26	0.00	0.00	8.47	0.00
PV1_000374	24.30	0.00	261.50	20.67	25.17	15.41	117.79	28.48	50.84	0.00
PV1_000375	48.60	42.98	33.90	82.67	31.46	61.62	64.25	68.34	93.21	120.70
PV1_000376	461.74	236.38	111.38	248.02	163.60	119.40	310.54	256.28	288.11	215.16
PV1_000377	24.30	0.00	29.06	20.67	25.17	19.26	0.00	17.09	8.47	0.00
PV1_000378	0.00	0.00	256.66	103.34	25.17	96.29	203.45	5.70	8.47	36.74
PV1_000379	24.30	21.49	19.37	0.00	18.88	50.07	21.42	11.39	33.90	0.00
PV1_000380	36.45	42.98	121.07	41.34	50.34	250.35	32.12	74.04	59.32	78.72
PV1_000381	24.30	42.98	14.53	82.67	37.75	42.37	64.25	91.12	25.42	152.19
PV1_000382	0.00	42.98	19.37	0.00	6.29	7.70	0.00	11.39	16.95	36.74
PV1_000383	0.00	0.00	38.74	0.00	31.46	38.52	0.00	17.09	8.47	15.74
PV1_000384	0.00	64.47	121.07	0.00	31.46	111.69	64.25	0.00	16.95	0.00
PV1_000385	145.81	85.95	116.22	103.34	176.18	96.29	182.04	96.82	177.95	115.45
PV1_000386	12.15	21.49	0.00	0.00	6.29	0.00	0.00	5.70	33.90	0.00
PV1_000387	291.63	236.38	125.91	206.68	270.57	161.76	160.62	358.79	313.54	325.37
PV1_000388	12.15	0.00	43.58	62.00	25.17	50.07	53.54	11.39	76.27	20.99
PV1_000389	24.30	0.00	43.58	41.34	31.46	46.22	10.71	34.17	59.32	31.49
PV1_000390	24.30	0.00	14.53	0.00	0.00	46.22	10.71	5.70	16.95	5.25
PV1_000391	60.76	64.47	82.32	82.67	37.75	103.99	107.08	102.51	118.64	120.70
PV1_000392	12.15	21.49	38.74	0.00	6.29	23.11	21.42	11.39	16.95	15.74
PV1_000393	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.24
PV1_000394	170.12	21.49	116.22	103.34	69.21	123.25	214.16	227.80	177.95	115.45
PV1_000395	12.15	21.49	29.06	0.00	31.46	26.96	53.54	5.70	25.42	5.25
PV1_000396	255.17	107.44	130.75	392.69	188.77	181.02	42.83	227.80	228.80	199.42
PV1_000397	24.30	42.98	53.27	62.00	31.46	57.77	42.83	39.87	50.84	36.74
PV1_000398	437.44	279.35	135.59	330.69	207.64	265.76	471.16	558.12	381.33	440.82
PV1_000399	182.27	42.98	92.01	103.34	69.21	115.55	96.37	62.65	59.32	110.21
PV1_000400	498.20	429.77	227.60	351.36	302.03	181.02	513.99	404.35	279.64	272.89
PV1_000401	12.15	21.49	29.06	0.00	0.00	0.00	0.00	0.00	8.47	0.00
PV1_000402	0.00	2320.78	3680.39	2790.18	4719.18	134.80	1713.30	5.70	1474.46	15.74
PV1_000403	0.00	988.48	48.43	268.68	1566.77	34.66	74.96	5.70	84.74	0.00
PV1_000404	85.06	107.44	58.11	124.01	62.92	73.18	32.12	39.87	16.95	89.21
PV1_000405	157.96	85.95	62.95	82.67	106.97	96.29	74.96	199.33	135.58	183.68
PV1_000406	0.00	42.98	14.53	0.00	25.17	19.26	10.71	22.78	0.00	36.74
PV1_000407	218.72	2986.93	474.58	516.70	2315.54	1471.28	85.67	17.09	347.43	20.99
PV1_000408	109.36	21.49	87.17	103.34	56.63	46.22	139.21	85.43	101.69	83.97
PV1_000409	267.32	214.89	130.75	227.35	207.64	146.36	289.12	210.72	169.48	246.65
PV1_000410	0.00	21.49	460.05	41.34	69.21	65.48	267.70	5.70	186.43	10.50
PV1_000411	36.45	0.00	33.90	0.00	6.29	15.41	21.42	5.70	16.95	31.49
PV1_000412	60.76	42.98	111.38	62.00	113.26	92.44	74.96	85.43	67.79	136.45
PV1_000413	48.60	85.95	4.84	0.00	0.00	26.96	21.42	28.48	50.84	52.48
PV1_000414	60.76	21.49	38.74	20.67	31.46	30.81	32.12	51.26	16.95	31.49
PV1_000415	12.15	42.98	19.37	0.00	6.29	11.55	0.00	22.78	0.00	0.00
PV1_000416	0.00	0.00	43.58	0.00	0.00	11.55	10.71	0.00	0.00	0.00
PV1_000417	12.15	42.98	9.69	0.00	25.17	53.92	21.42	28.48	50.84	5.25
PV1_000418	0.00	0.00	43.58	0.00	12.58	46.22	10.71	0.00	8.47	0.00
PV1_000419	12.15	21.49	62.95	20.67	37.75	42.37	64.25	79.73	76.27	26.24
PV1_000420	12.15	21.49	135.59	0.00	50.34	111.69	42.83	0.00	16.95	0.00
PV1_000421	24.30	21.49	101.69	103.34	31.46	77.03	128.50	51.26	8.47	41.98
PV1_000422	145.81	64.47	261.50	206.68	207.64	92.44	267.70	74.04	211.85	131.20
PV1_000423	0.00	0.00	193.70	0.00	12.58	46.22	107.08	0.00	76.27	10.50
PV1_000424	0.00	21.49	0.00	20.67	12.58	3.85	0.00	22.78	0.00	5.25
PV1_000425	85.06	107.44	87.17	144.68	88.09	80.88	32.12	113.90	127.11	209.92
PV1_000426	0.00	0.00	0.00	0.00	0.00	7.70	0.00	0.00	16.95	0.00
PV1_000427	109.36	21.49	38.74	144.68	182.47	88.59	85.67	170.85	152.53	131.20
PV1_000428	48.60	21.49	58.11	41.34	0.00	15.41	10.71	28.48	16.95	47.23
PV1_000429	133.66	128.93	38.74	144.68	132.14	50.07	53.54	74.04	84.74	115.45
PV1_000430	12.15	42.98	43.58	41.34	62.92	34.66	64.25	34.17	33.90	26.24
PV1_000431	157.96	85.95	101.69	165.34	100.68	80.88	117.79	199.33	135.58	178.43
PV1_000432	60.76	107.44	33.90	41.34	25.17	19.26	64.25	45.56	0.00	36.74
PV1_000433	85.06	0.00	29.06	20.67	44.05	46.22	10.71	45.56	50.84	73.47
PV1_000434	0.00	0.00	9.69	0.00	18.88	7.70	10.71	22.78	16.95	52.48
PV1_000435	0.00	0.00	4.84	0.00	0.00	15.41	0.00	5.70	8.47	26.24
PV1_000436	48.60	64.47	43.58	62.00	37.75	19.26	74.96	74.04	33.90	31.49
PV1_000437	24.30	0.00	72.64	0.00	37.75	88.59	42.83	17.09	76.27	20.99
PV1_000438	0.00	0.00	4.84	41.34	31.46	7.70	21.42	0.00	0.00	0.00
PV1_000439	109.36	21.49	121.07	41.34	18.88	19.26	107.08	56.95	42.37	41.98
PV1_000440	328.08	171.91	232.45	248.02	245.40	242.65	439.03	421.43	364.38	377.85
PV1_000441	36.45	0.00	33.90	103.34	37.75	15.41	32.12	51.26	50.84	52.48
PV1_000442	48.60	21.49	33.90	124.01	44.05	15.41	74.96	68.34	42.37	15.74
PV1_000443	24.30	107.44	77.48	62.00	88.09	80.88	42.83	56.95	93.21	104.96
PV1_000444	0.00	0.00	43.58	0.00	18.88	34.66	21.42	11.39	50.84	20.99
PV1_000445	12.15	0.00	14.53	0.00	12.58	3.85	21.42	5.70	33.90	0.00
PV1_000446	36.45	0.00	19.37	20.67	37.75	23.11	10.71	11.39	42.37	0.00
PV1_000447	0.00	0.00	87.17	0.00	6.29	26.96	0.00	0.00	0.00	0.00
PV1_000448	36.45	0.00	9.69	0.00	31.46	46.22	42.83	22.78	59.32	36.74
PV1_000449	0.00	0.00	77.48	0.00	25.17	57.77	32.12	11.39	33.90	10.50
PV1_000450	48.60	107.44	38.74	62.00	75.51	69.33	32.12	176.55	93.21	141.69
PV1_000451	0.00	21.49	179.18	20.67	56.63	181.02	96.37	22.78	25.42	5.25
PV1_000452	36.45	0.00	9.69	62.00	0.00	23.11	32.12	45.56	33.90	5.25
PV1_000453	109.36	64.47	53.27	124.01	69.21	69.33	10.71	136.68	93.21	62.97
PV1_000454	0.00	0.00	0.00	20.67	12.58	7.70	0.00	17.09	25.42	0.00
PV1_000455	0.00	0.00	19.37	0.00	6.29	42.37	0.00	5.70	33.90	0.00
PV1_000456	36.45	85.95	24.21	62.00	12.58	50.07	64.25	62.65	93.21	31.49
PV1_000457	12.15	42.98	82.32	0.00	6.29	80.88	85.67	45.56	33.90	15.74
PV1_000458	0.00	0.00	38.74	20.67	12.58	19.26	21.42	11.39	0.00	0.00
PV1_000459	109.36	107.44	96.85	124.01	50.34	127.10	171.33	68.34	101.69	104.96
PV1_000460	36.45	64.47	111.38	20.67	314.61	26.96	74.96	22.78	33.90	5.25
PV1_000461	24.30	21.49	53.27	41.34	18.88	84.73	21.42	11.39	33.90	10.50
PV1_000462	12.15	0.00	19.37	20.67	0.00	23.11	42.83	17.09	25.42	0.00
PV1_000463	0.00	0.00	67.80	82.67	18.88	61.62	64.25	0.00	16.95	0.00
PV1_000464	24.30	21.49	38.74	41.34	25.17	77.03	21.42	11.39	42.37	15.74
PV1_000465	0.00	0.00	24.21	20.67	0.00	0.00	0.00	0.00	8.47	10.50
PV1_000466	24.30	0.00	58.11	0.00	6.29	38.52	64.25	51.26	25.42	31.49
PV1_000467	72.91	64.47	38.74	0.00	69.21	61.62	32.12	39.87	16.95	36.74
PV1_000468	24.30	0.00	24.21	41.34	31.46	7.70	64.25	34.17	101.69	47.23
PV1_000469	24.30	64.47	29.06	0.00	12.58	30.81	10.71	5.70	25.42	0.00
PV1_000470	24.30	0.00	92.01	41.34	18.88	23.11	21.42	11.39	16.95	0.00
PV1_000471	12.15	0.00	96.85	0.00	25.17	50.07	53.54	5.70	16.95	20.99
PV1_000472	24.30	64.47	4.84	20.67	37.75	38.52	21.42	17.09	50.84	47.23
PV1_000473	133.66	107.44	92.01	268.68	138.43	127.10	64.25	79.73	118.64	131.20
PV1_000474	12.15	0.00	67.80	0.00	12.58	73.18	21.42	0.00	16.95	0.00
PV1_000475	230.87	107.44	101.69	144.68	94.38	173.32	192.75	165.16	211.85	173.18
PV1_000476	97.21	21.49	62.95	103.34	56.63	80.88	107.08	113.90	152.53	26.24
PV1_000477	0.00	0.00	33.90	0.00	0.00	15.41	32.12	22.78	0.00	0.00
PV1_000478	12.15	0.00	9.69	0.00	25.17	34.66	32.12	0.00	8.47	0.00
PV1_000479	182.27	85.95	53.27	144.68	151.01	123.25	96.37	142.38	194.90	136.45
PV1_000480	97.21	107.44	72.64	103.34	138.43	69.33	128.50	153.77	161.00	183.68
PV1_000481	0.00	42.98	24.21	41.34	37.75	34.66	53.54	17.09	8.47	36.74
PV1_000482	60.76	64.47	77.48	82.67	31.46	38.52	64.25	85.43	67.79	15.74
PV1_000483	0.00	21.49	14.53	0.00	6.29	11.55	10.71	0.00	0.00	15.74
PV1_000484	24.30	107.44	29.06	82.67	50.34	53.92	53.54	45.56	76.27	47.23
PV1_000485	36.45	0.00	33.90	0.00	25.17	30.81	10.71	22.78	25.42	47.23
PV1_000486	0.00	0.00	0.00	0.00	6.29	0.00	10.71	0.00	0.00	0.00
PV1_000487	0.00	0.00	53.27	20.67	12.58	38.52	96.37	22.78	8.47	10.50
PV1_000488	0.00	0.00	33.90	0.00	0.00	7.70	0.00	0.00	0.00	0.00
PV1_000489	12.15	42.98	222.76	0.00	31.46	80.88	224.87	102.51	33.90	31.49
PV1_000490	182.27	107.44	77.48	103.34	81.80	53.92	53.54	108.21	186.43	220.41
PV1_000491	12.15	0.00	53.27	0.00	6.29	3.85	32.12	17.09	16.95	0.00
PV1_000492	48.60	85.95	53.27	82.67	44.05	34.66	42.83	56.95	118.64	115.45
PV1_000493	12.15	0.00	19.37	0.00	0.00	7.70	10.71	0.00	16.95	10.50
PV1_000494	48.60	107.44	29.06	20.67	18.88	61.62	74.96	74.04	59.32	62.97
PV1_000495	206.57	128.93	72.64	62.00	157.31	161.76	331.95	222.11	161.00	167.93
PV1_000496	0.00	0.00	4.84	0.00	6.29	11.55	21.42	0.00	16.95	5.25
PV1_000497	109.36	0.00	48.43	144.68	106.97	46.22	74.96	85.43	101.69	178.43
PV1_000498	97.21	64.47	67.80	103.34	69.21	103.99	182.04	74.04	84.74	94.46
PV1_000499	12.15	107.44	135.59	41.34	56.63	50.07	107.08	0.00	0.00	41.98
PV1_000500	0.00	0.00	38.74	20.67	0.00	11.55	10.71	0.00	16.95	0.00
PV1_000501	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PV1_000502	0.00	0.00	24.21	20.67	0.00	26.96	53.54	22.78	16.95	20.99
PV1_000503	0.00	0.00	0.00	0.00	0.00	11.55	32.12	0.00	16.95	0.00
PV1_000504	36.45	64.47	150.12	0.00	50.34	69.33	139.21	34.17	1084.66	15.74
PV1_000505	24.30	64.47	106.54	82.67	44.05	177.17	10.71	5.70	8.47	36.74
PV1_000506	72.91	214.89	24.21	41.34	50.34	57.77	64.25	51.26	67.79	47.23
PV1_000507	0.00	0.00	29.06	0.00	25.17	26.96	42.83	0.00	8.47	0.00
PV1_000508	0.00	0.00	33.90	0.00	6.29	19.26	0.00	11.39	16.95	20.99
PV1_000509	0.00	21.49	33.90	20.67	37.75	77.03	0.00	0.00	0.00	0.00
PV1_000510	230.87	150.42	949.15	289.35	100.68	254.20	792.40	130.99	220.32	99.71
PV1_000511	12.15	0.00	29.06	20.67	25.17	77.03	21.42	17.09	0.00	10.50
PV1_000512	0.00	0.00	4.84	0.00	0.00	7.70	0.00	0.00	0.00	0.00
PV1_000513	255.17	64.47	106.54	144.68	151.01	123.25	117.79	216.41	220.32	288.64
PV1_000514	206.57	343.82	87.17	103.34	176.18	69.33	117.79	102.51	118.64	178.43
PV1_000515	145.81	150.42	121.07	289.35	119.55	88.59	117.79	153.77	135.58	188.92
PV1_000516	0.00	0.00	29.06	62.00	0.00	0.00	10.71	0.00	8.47	0.00
PV1_000517	243.02	300.84	154.96	310.02	295.74	157.91	107.08	148.07	237.27	283.39
PV1_000518	109.36	42.98	72.64	103.34	100.68	80.88	64.25	125.29	161.00	194.17
PV1_000519	12.15	42.98	43.58	41.34	44.05	50.07	32.12	62.65	50.84	52.48
PV1_000520	0.00	0.00	0.00	0.00	12.58	30.81	0.00	0.00	8.47	5.25
PV1_000521	133.66	64.47	116.22	82.67	75.51	73.18	96.37	74.04	144.06	68.22
PV1_000522	12.15	0.00	14.53	0.00	0.00	19.26	21.42	11.39	8.47	0.00
PV1_000523	218.72	279.35	145.28	330.69	226.52	204.13	160.62	205.02	271.17	194.17
PV1_000524	121.51	64.47	87.17	206.68	169.89	111.69	85.67	142.38	144.06	204.67
PV1_000525	24.30	21.49	82.32	0.00	37.75	92.44	85.67	91.12	59.32	68.22
PV1_000526	170.12	0.00	87.17	20.67	18.88	96.29	235.58	125.29	144.06	73.47
PV1_000527	0.00	0.00	24.21	41.34	12.58	53.92	10.71	17.09	59.32	0.00
PV1_000528	12.15	0.00	29.06	0.00	6.29	11.55	0.00	22.78	0.00	20.99
PV1_000529	0.00	0.00	24.21	0.00	12.58	53.92	32.12	39.87	33.90	20.99
PV1_000530	0.00	0.00	67.80	0.00	31.46	50.07	32.12	0.00	25.42	10.50
PV1_000531	0.00	0.00	29.06	0.00	0.00	11.55	0.00	0.00	0.00	0.00
PV1_000532	24.30	0.00	19.37	62.00	31.46	15.41	53.54	5.70	8.47	26.24
PV1_000533	72.91	128.93	145.28	20.67	100.68	115.55	85.67	74.04	84.74	89.21
PV1_000534	36.45	21.49	261.50	62.00	81.80	88.59	246.29	239.19	67.79	141.69
PV1_000535	24.30	21.49	33.90	20.67	12.58	38.52	32.12	39.87	8.47	47.23
PV1_000536	12.15	21.49	62.95	41.34	37.75	57.77	107.08	102.51	50.84	131.20
PV1_000537	145.81	85.95	125.91	227.35	94.38	96.29	149.91	113.90	110.16	136.45
PV1_000538	72.91	21.49	48.43	0.00	25.17	50.07	21.42	5.70	42.37	57.73
PV1_000539	0.00	0.00	4.84	0.00	31.46	46.22	0.00	11.39	0.00	0.00
PV1_000540	157.96	128.93	101.69	103.34	94.38	61.62	53.54	68.34	84.74	115.45
PV1_000541	0.00	0.00	38.74	0.00	0.00	15.41	32.12	11.39	8.47	0.00
PV1_000542	109.36	85.95	53.27	20.67	44.05	26.96	10.71	62.65	33.90	83.97
PV1_000543	109.36	107.44	77.48	82.67	62.92	107.84	74.96	142.38	245.74	99.71
PV1_000544	36.45	21.49	19.37	0.00	56.63	26.96	10.71	17.09	25.42	26.24
PV1_000545	364.53	300.84	387.41	372.02	390.12	319.68	267.70	421.43	296.59	325.37
PV1_000546	218.72	150.42	72.64	206.68	75.51	142.51	139.21	108.21	161.00	120.70
PV1_000547	60.76	21.49	19.37	20.67	31.46	103.99	10.71	45.56	33.90	47.23
PV1_000548	0.00	21.49	24.21	41.34	56.63	11.55	10.71	0.00	25.42	0.00
PV1_000549	364.53	386.80	179.18	310.02	289.44	157.91	289.12	261.97	245.74	299.13
PV1_000550	85.06	0.00	38.74	0.00	6.29	23.11	53.54	17.09	101.69	0.00
PV1_000551	24.30	0.00	29.06	0.00	0.00	69.33	10.71	11.39	16.95	0.00
PV1_000552	0.00	0.00	24.21	0.00	18.88	23.11	0.00	11.39	0.00	31.49
PV1_000553	0.00	0.00	9.69	0.00	6.29	3.85	0.00	0.00	8.47	0.00
PV1_000554	97.21	21.49	43.58	0.00	132.14	73.18	53.54	182.24	110.16	131.20
PV1_000555	36.45	0.00	14.53	144.68	6.29	34.66	32.12	22.78	42.37	26.24
PV1_000556	145.81	236.38	48.43	248.02	207.64	96.29	64.25	182.24	161.00	125.95
PV1_000557	36.45	21.49	14.53	41.34	12.58	134.80	21.42	17.09	67.79	0.00
PV1_000558	0.00	0.00	62.95	0.00	6.29	46.22	42.83	17.09	0.00	15.74
PV1_000559	24.30	42.98	77.48	41.34	56.63	127.10	64.25	62.65	50.84	20.99
PV1_000560	60.76	21.49	208.23	82.67	81.80	50.07	192.75	74.04	110.16	104.96
PV1_000561	12.15	193.40	77.48	20.67	327.20	50.07	32.12	0.00	25.42	0.00
PV1_000562	72.91	107.44	58.11	62.00	44.05	57.77	107.08	79.73	59.32	57.73
PV1_000563	48.60	21.49	58.11	82.67	37.75	77.03	85.67	113.90	101.69	83.97
PV1_000564	12.15	21.49	24.21	20.67	18.88	19.26	32.12	11.39	33.90	26.24
PV1_000565	121.51	128.93	72.64	248.02	138.43	115.55	64.25	216.41	186.43	162.69
PV1_000566	85.06	128.93	179.18	144.68	94.38	154.06	267.70	119.60	84.74	104.96
PV1_000567	12.15	64.47	72.64	41.34	50.34	61.62	32.12	119.60	42.37	78.72
PV1_000568	0.00	0.00	106.54	0.00	0.00	11.55	21.42	0.00	0.00	10.50
PV1_000569	109.36	85.95	48.43	62.00	56.63	53.92	10.71	62.65	42.37	36.74
PV1_000570	85.06	193.40	58.11	62.00	56.63	46.22	53.54	119.60	67.79	183.68
PV1_000571	36.45	42.98	19.37	41.34	37.75	26.96	21.42	96.82	33.90	157.44
PV1_000572	0.00	42.98	266.34	186.01	75.51	61.62	128.50	5.70	76.27	15.74
PV1_000573	133.66	85.95	48.43	103.34	94.38	50.07	53.54	68.34	93.21	52.48
PV1_000574	12.15	64.47	111.38	20.67	56.63	77.03	74.96	68.34	42.37	47.23
PV1_000575	0.00	0.00	9.69	0.00	0.00	15.41	0.00	0.00	8.47	0.00
PV1_000576	85.06	64.47	67.80	144.68	125.84	46.22	42.83	68.34	101.69	131.20
PV1_000577	36.45	21.49	53.27	0.00	31.46	84.73	64.25	17.09	0.00	10.50
PV1_000578	121.51	42.98	77.48	165.34	31.46	38.52	107.08	39.87	118.64	131.20
PV1_000579	12.15	0.00	43.58	0.00	6.29	30.81	42.83	11.39	8.47	0.00
PV1_000580	0.00	21.49	82.32	0.00	0.00	34.66	21.42	5.70	25.42	0.00
PV1_000581	0.00	0.00	9.69	0.00	12.58	11.55	0.00	0.00	16.95	47.23
PV1_000582	85.06	128.93	77.48	41.34	176.18	150.21	107.08	170.85	161.00	188.92
PV1_000583	12.15	0.00	96.85	20.67	6.29	15.41	0.00	5.70	8.47	31.49
PV1_000584	12.15	0.00	67.80	41.34	31.46	30.81	42.83	11.39	33.90	41.98
PV1_000585	170.12	128.93	150.12	206.68	132.14	107.84	224.87	227.80	211.85	178.43
PV1_000586	121.51	85.95	43.58	144.68	50.34	84.73	32.12	45.56	84.74	110.21
PV1_000587	0.00	0.00	0.00	0.00	6.29	15.41	0.00	0.00	16.95	0.00
