Sequence name	HCV-I_PV1_Run3_B	HCV-H_PV1_Run3_B	HCV-J_PV1_Run3_A	JAS_PV1_Run10_A	HCV-H_PV1_Run3_A	HCV-I_PV1_Run3_A	HCV-J_PV1_Run3_B	SB_PV1_Run3_A	JAS_PV1_Run10_B	SB_PV1_Run3_B
PV1_008472	0.18	-1.00	-0.21	0.01	-0.49	-0.75	0.04	-0.45	-0.59	0.45
PV1_008473	-1.00	0.51	1.38	-1.00	0.77	8.47	-0.25	1.00	-0.41	-1.00
PV1_008474	-0.79	-0.45	-0.59	-1.00	-0.95	-0.31	-0.36	0.11	-0.71	-0.11
PV1_008475	3.44	2.93	5.19	2.78	0.15	4.63	4.87	0.04	-1.00	-0.04
PV1_008476	-1.00	-1.00	4.10	-1.00	-1.00	7.11	-1.00	1.00	-1.00	-1.00
PV1_008477	-0.60	3.27	0.12	1.05	0.46	2.19	-1.00	0.13	0.68	-0.13
PV1_008478	-0.63	1.60	0.47	0.56	0.43	0.28	1.75	0.21	1.18	-0.21
PV1_008479	-0.37	-0.72	-0.62	-0.20	-0.18	-0.20	-0.72	0.18	-0.45	-0.18
PV1_008480	0.71	0.21	-0.46	0.45	-0.20	-0.40	-0.10	0.04	0.43	-0.04
PV1_008481	-0.29	-0.71	-0.41	-0.44	-0.30	-0.41	-0.81	-0.08	-0.47	0.08
PV1_008482	nan	inf	inf	nan	nan	nan	nan	nan	nan	nan
PV1_008483	nan	nan	inf	nan	nan	inf	nan	nan	inf	nan
PV1_008484	3.63	-1.00	4.54	6.87	3.79	7.80	3.08	-1.00	2.23	1.00
PV1_008485	-0.07	-1.00	-1.00	-1.00	0.44	-0.12	1.45	-1.00	0.29	1.00
PV1_008486	-1.00	1.31	4.99	1.22	1.37	5.63	3.61	-0.69	-0.54	0.69
PV1_008487	-0.26	-0.35	-0.41	2.75	-0.05	1.33	0.30	0.21	0.79	-0.21
PV1_008488	-0.15	-0.25	-0.75	-0.28	-0.01	-0.60	-0.72	-0.05	-0.19	0.05
PV1_008489	-1.00	-1.00	22.98	-1.00	27.77	26.88	7.16	-1.00	24.82	1.00
PV1_008490	-0.38	-0.30	-0.62	-0.61	-0.53	-0.59	-0.60	0.17	-0.49	-0.17
PV1_008491	nan	nan	inf	nan	nan	nan	nan	nan	nan	nan
PV1_008492	nan	inf	inf	nan	inf	inf	inf	nan	inf	nan
PV1_008493	-0.06	-0.58	-0.44	0.60	-0.03	-0.33	-0.79	-0.12	-0.67	0.12
PV1_008494	0.13	-0.50	-0.38	-0.04	-0.12	1.01	0.12	-0.34	0.18	0.34
PV1_008495	-0.08	-0.58	-0.62	-0.39	-0.34	-0.39	-0.19	-0.05	-0.11	0.05
PV1_008496	-0.01	0.76	-0.60	1.17	0.40	-0.01	-0.50	0.26	-0.01	-0.26
PV1_008497	1.29	0.16	0.95	-0.44	-0.49	-0.27	0.15	-0.69	-0.09	0.69
PV1_008498	6.72	7.19	0.23	6.88	2.20	0.47	0.36	-1.00	4.38	1.00
PV1_008499	0.23	-0.58	-0.49	-0.44	-0.14	-0.52	-0.33	0.20	-0.31	-0.20
PV1_008500	nan	nan	inf	nan	nan	inf	inf	nan	nan	nan
PV1_008501	0.20	-0.45	-0.54	-0.02	0.27	-0.44	-0.35	-0.26	-0.38	0.26
PV1_008502	-0.38	0.10	0.74	0.06	0.29	-0.11	0.10	0.46	-0.78	-0.46
PV1_008503	-0.38	-1.00	-0.51	-0.74	-0.76	-0.80	-0.59	-0.13	-0.78	0.13
PV1_008504	-0.61	-0.32	-0.08	0.97	0.50	-0.82	-0.66	0.08	-0.60	-0.08
PV1_008505	inf	nan	inf	nan	inf	inf	nan	nan	inf	nan
PV1_008506	0.21	-0.22	-0.47	-0.44	-0.09	0.57	0.26	0.29	-0.39	-0.29
PV1_008507	-0.10	-0.47	-0.74	0.06	0.10	-0.38	-0.43	0.11	-0.03	-0.11
PV1_008508	-1.00	-1.00	0.84	-1.00	-1.00	6.34	-1.00	-1.00	2.23	1.00
PV1_008509	-0.54	-0.18	-0.69	-0.21	-0.52	-0.75	-0.59	-0.20	-0.46	0.20
PV1_008510	nan	nan	inf	nan	nan	inf	inf	nan	inf	nan
PV1_008511	0.13	1.00	-0.10	-1.00	0.17	2.23	2.00	-0.47	0.58	0.47
PV1_008512	-1.00	-1.00	-1.00	-1.00	-1.00	0.35	-1.00	1.00	-1.00	-1.00
PV1_008513	nan	nan	inf	inf	inf	inf	inf	nan	nan	nan
PV1_008514	0.10	-0.11	-0.53	-0.20	-0.35	-0.53	-0.03	0.03	-0.13	-0.03
PV1_008515	-0.28	-0.42	-0.27	-0.78	-0.63	-0.19	0.67	-0.02	-0.32	0.02
PV1_008516	-0.04	-0.27	-0.29	-0.53	0.28	-0.13	-0.27	0.29	0.15	-0.29
PV1_008517	5.40	-1.00	11.76	-1.00	2.32	7.79	10.28	1.00	0.49	-1.00
PV1_008518	1.07	7.36	-0.29	2.01	1.29	0.22	0.04	0.11	0.24	-0.11
PV1_008519	-0.52	-0.49	-0.62	-0.35	-0.51	-0.24	-0.58	-0.20	-0.00	0.20
PV1_008520	0.19	-0.14	0.08	-0.05	-0.39	-0.60	0.17	0.31	-0.12	-0.31
PV1_008521	0.40	-0.65	-0.76	0.02	-0.17	-0.75	-0.65	0.31	-0.16	-0.31
PV1_008522	-0.65	-0.37	0.06	0.21	-0.54	0.01	0.41	0.08	0.61	-0.08
PV1_008523	-0.41	-0.62	-0.66	0.19	-0.11	-0.66	-0.34	-0.37	-0.40	0.37
PV1_008524	0.29	0.23	-0.34	0.00	-0.33	-0.13	0.84	0.00	0.08	-0.00
PV1_008525	-0.13	-0.48	-0.75	0.27	-0.23	-0.64	-0.74	-0.10	-0.10	0.10
PV1_008526	-1.00	0.09	0.97	-1.00	2.83	1.15	0.09	0.73	-0.14	-0.73
PV1_008527	-1.00	1.58	-1.00	-1.00	-1.00	0.85	-1.00	0.37	-1.00	-0.37
PV1_008528	0.11	2.93	10.95	-1.00	0.44	2.52	4.87	0.04	0.55	-0.04
PV1_008529	0.17	-0.89	-0.41	-0.58	-0.36	-0.49	-0.13	-0.22	-0.19	0.22
PV1_008530	-0.05	-0.81	-0.49	-0.28	-0.73	-0.63	-0.72	-0.51	-0.56	0.51
PV1_008531	0.07	0.89	-1.00	0.81	-1.00	0.01	1.82	1.00	-0.26	-1.00
PV1_008532	-1.00	-1.00	-0.68	-0.77	-0.72	-0.87	-0.77	0.37	-0.81	-0.37
PV1_008533	inf	nan	inf	nan	inf	inf	nan	nan	inf	nan
PV1_008534	-0.87	-0.92	-0.81	-0.78	-0.50	-0.52	-0.69	0.57	-0.70	-0.57
PV1_008535	0.22	-0.66	-0.31	-0.34	-0.33	-0.12	0.13	0.08	-0.19	-0.08
PV1_008536	-0.56	-1.00	-0.71	-1.00	-0.70	-0.68	-0.61	0.37	-0.49	-0.37
PV1_008537	3.26	6.54	5.80	13.51	1.21	5.76	-1.00	1.00	1.97	-1.00
PV1_008538	-0.13	0.54	0.39	-0.01	-0.10	0.38	2.33	0.50	0.01	-0.50
PV1_008539	-0.59	-0.82	-0.01	-0.82	-0.52	-0.44	-0.36	0.02	-0.50	-0.02
PV1_008540	0.76	-0.22	-0.65	3.50	-0.09	-0.30	-1.00	0.24	-0.08	-0.24
PV1_008541	0.53	0.36	-0.27	1.09	-0.36	0.02	0.35	0.01	0.50	-0.01
PV1_008542	1.86	1.03	-0.77	-1.00	-0.11	1.00	-0.50	-0.73	1.80	0.73
PV1_008543	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PV1_008544	-1.00	-1.00	0.28	-1.00	-1.00	-0.32	0.88	1.00	0.49	-1.00
PV1_008545	1.13	-1.00	28.76	-1.00	8.94	13.88	15.92	1.00	1.98	-1.00
PV1_008546	-0.23	-0.59	-0.76	0.30	-0.64	-0.64	-0.60	-0.35	0.28	0.35
PV1_008547	4.11	1.58	6.86	1.48	0.13	1.78	3.50	0.37	1.04	-0.37
PV1_008548	0.22	-1.00	1.91	0.04	0.26	1.70	3.83	1.00	-0.15	-1.00
PV1_008549	0.79	-1.00	0.61	-1.00	1.09	0.99	0.18	-0.16	-0.38	0.16
PV1_008550	1.20	1.09	-0.33	1.02	0.67	0.45	0.04	0.27	1.12	-0.27
PV1_008551	-0.38	1.21	0.74	1.12	-0.35	0.58	-0.45	0.46	-0.57	-0.46
PV1_008552	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PV1_008553	-0.39	-0.69	-0.55	-0.56	-0.01	-0.64	-0.92	-0.31	-0.15	0.31
PV1_008554	0.54	1.73	12.54	-1.00	-0.20	9.77	7.16	-1.00	-1.00	1.00
PV1_008555	-0.43	-0.25	-0.43	-0.15	-0.37	-0.41	-0.56	0.23	0.09	-0.23
PV1_008556	-0.09	-0.63	-0.72	0.43	-0.31	-0.40	-0.69	-0.15	-0.56	0.15
PV1_008557	-1.00	-1.00	-1.00	-1.00	-1.00	-0.51	0.36	-1.00	-1.00	1.00
PV1_008558	0.46	-0.48	-0.27	0.24	-0.32	-0.19	-0.29	0.02	-0.54	-0.02
PV1_008559	0.51	2.74	0.44	0.54	-0.06	0.91	-0.73	-0.43	0.68	0.43
PV1_008560	0.28	0.25	0.99	-0.56	0.19	1.17	1.65	0.53	0.61	-0.53
PV1_008561	0.00	-1.00	-0.20	-1.00	-0.74	-0.68	0.32	-0.30	-0.65	0.30
PV1_008562	nan	nan	inf	inf	inf	inf	inf	nan	inf	nan
PV1_008563	-0.60	-0.29	2.34	-0.32	0.65	1.02	2.87	0.31	2.06	-0.31
PV1_008564	-1.00	-1.00	12.59	13.51	-1.00	3.05	10.27	1.00	4.95	-1.00
PV1_008565	nan	inf	inf	nan	inf	inf	inf	nan	nan	nan
PV1_008566	-1.00	-1.00	1.72	0.45	0.77	0.89	4.26	1.00	0.19	-1.00
PV1_008567	0.12	-0.39	-0.61	0.07	-0.60	-0.49	0.34	-0.30	-0.10	0.30
PV1_008568	4.74	1.26	1.80	3.34	1.64	5.27	4.06	-0.10	3.01	0.10
PV1_008569	-0.33	0.04	-0.80	-0.86	-0.61	-0.84	-0.63	0.42	-0.71	-0.42
PV1_008570	-1.00	-1.00	10.89	-1.00	-1.00	1.70	-1.00	1.00	-1.00	-1.00
PV1_008571	-0.28	-0.68	-0.67	-0.33	-0.41	-0.66	-0.78	0.01	-0.40	-0.01
PV1_008572	-0.09	0.61	0.81	0.55	0.41	1.02	2.21	-0.57	-0.37	0.57
PV1_008573	-1.00	-1.00	-1.00	0.23	0.12	-0.54	-1.00	0.69	0.01	-0.69
PV1_008574	-0.09	0.61	0.09	2.10	-0.53	3.33	-1.00	-0.57	-1.00	0.57
PV1_008575	0.58	0.19	-0.01	0.63	-0.36	-0.34	0.69	0.00	0.06	-0.00
PV1_008576	-1.00	-1.00	-0.91	1.41	-0.27	-0.33	-0.38	-0.22	0.32	0.22
PV1_008577	-0.29	-0.75	-0.55	-0.03	-0.85	-0.50	-1.00	0.14	-0.10	-0.14
PV1_008578	0.08	0.11	-0.48	0.35	-0.12	-0.42	-0.20	0.07	-0.09	-0.07
PV1_008579	-0.31	-0.70	-0.59	1.05	0.34	-0.35	-0.70	-0.11	0.20	0.11
PV1_008580	-0.10	0.60	-0.64	0.54	-1.00	1.29	-0.60	-0.37	-0.37	0.37
PV1_008581	-0.34	-1.00	2.95	0.13	1.05	7.60	0.17	-1.00	-0.54	1.00
PV1_008582	-0.44	-0.56	-0.28	-0.26	-0.45	-0.47	-0.02	-0.10	-0.39	0.10
PV1_008583	-1.00	7.19	21.14	22.62	13.38	65.03	-1.00	-1.00	8.68	1.00
PV1_008584	-0.26	-0.78	-0.76	-0.58	-0.17	-0.65	-0.35	0.15	0.28	-0.15
PV1_008585	0.40	-1.00	-0.22	0.90	-0.28	-0.38	-0.75	-0.08	0.75	0.08
PV1_008586	-0.21	-1.00	-0.79	-1.00	-0.32	-0.67	-0.54	-0.02	0.10	0.02
PV1_008587	0.09	-0.52	0.09	1.79	0.13	0.04	-0.04	0.41	-0.05	-0.41
PV1_008588	0.35	0.19	-0.52	-0.31	0.12	-0.70	-0.29	-0.05	-0.15	0.05
PV1_008589	-0.73	-0.53	-0.68	-0.54	-0.44	0.19	-0.76	0.88	-1.00	-0.88
PV1_008590	1.07	-1.00	-0.04	-1.00	1.14	-0.02	-0.09	-0.19	-0.04	0.19
PV1_008591	0.71	5.04	-0.66	0.45	1.21	-0.19	-1.00	1.00	1.98	-1.00
PV1_008592	-0.07	-0.16	-0.54	-0.28	0.02	-0.53	-0.39	-0.17	-0.35	0.17
PV1_008593	0.10	0.39	-0.69	-0.33	-0.03	-0.53	-0.72	-0.08	-0.18	0.08
PV1_008594	-0.39	-0.19	-0.57	0.30	0.66	-0.13	-0.60	0.08	-0.04	-0.08
PV1_008595	-0.15	-1.00	-0.32	0.45	-1.00	0.08	2.76	1.00	-1.00	-1.00
PV1_008596	1.30	0.02	-0.31	1.60	0.88	-0.03	0.01	0.26	0.33	-0.26
PV1_008597	0.79	-1.00	-0.29	1.28	-0.30	-0.15	-1.00	-0.16	-0.06	0.16
PV1_008598	-1.00	-0.60	-0.36	-0.23	-0.41	-0.57	-0.40	-0.57	-0.52	0.57
PV1_008599	0.56	-0.31	0.50	-0.12	-0.12	0.61	1.18	0.16	0.45	-0.16
PV1_008600	-1.00	6.54	5.80	6.25	3.41	13.87	2.76	1.00	4.95	-1.00
PV1_008601	1.22	-1.00	6.96	-1.00	-1.00	5.33	2.91	0.04	0.55	-0.04
PV1_008602	-0.70	-0.48	-0.65	-1.00	-0.24	-0.63	-0.74	0.11	-0.38	-0.11
PV1_008603	-0.27	-1.00	0.16	-1.00	-0.62	1.08	0.29	0.37	0.02	-0.37
PV1_008604	-0.01	-0.65	-0.13	-0.33	-0.28	-0.62	0.22	0.49	-0.45	-0.49
PV1_008605	-1.00	-1.00	9.20	-1.00	-1.00	1.70	-1.00	1.00	7.92	-1.00
PV1_008606	-0.67	-0.12	-0.40	0.13	-0.57	-0.10	-0.85	-0.22	-0.07	0.22
PV1_008607	-1.00	-1.00	0.84	-1.00	1.40	1.93	-1.00	-1.00	5.46	1.00
PV1_008608	-0.24	-0.33	-0.27	-0.04	-0.25	-0.24	0.11	0.21	-0.12	-0.21
PV1_008609	nan	nan	inf	nan	inf	inf	inf	nan	inf	nan
PV1_008610	0.26	1.12	-0.44	-0.09	-0.55	-0.43	-0.00	-0.06	0.35	0.06
PV1_008611	-0.29	0.25	-0.43	1.01	-0.14	-0.48	-0.17	-0.22	-0.01	0.22
PV1_008612	-0.54	-0.60	-0.45	0.16	-0.35	-0.13	-0.50	0.02	-0.68	-0.02
PV1_008613	8.26	7.19	-1.00	22.62	-1.00	-1.00	3.08	-1.00	-1.00	1.00
PV1_008614	nan	inf	inf	inf	inf	inf	nan	nan	nan	nan
PV1_008615	0.17	0.03	-0.69	-0.01	-0.29	-0.38	-0.48	-0.18	-0.05	0.18
PV1_008616	0.97	0.99	-0.78	-0.04	0.17	-0.29	-0.75	-0.34	-0.61	0.34
PV1_008617	-0.32	0.31	-0.76	-0.54	-0.13	-0.57	-0.64	0.33	-0.20	-0.33
PV1_008618	-0.65	0.24	-0.30	0.19	-0.64	-0.45	-0.69	-0.51	-0.27	0.51
PV1_008619	-1.00	-1.00	0.70	-1.00	-1.00	0.80	-1.00	1.00	-0.01	-1.00
PV1_008620	-1.00	1.51	2.97	-1.00	-0.26	4.41	-1.00	1.00	-1.00	-1.00
PV1_008621	-1.00	0.89	7.93	0.81	0.66	2.38	8.40	1.00	2.72	-1.00
PV1_008622	nan	nan	inf	nan	inf	inf	nan	nan	nan	nan
PV1_008623	0.12	-0.78	-0.60	-0.58	-0.48	-0.72	-0.67	-0.24	-0.13	0.24
PV1_008624	-1.00	-1.00	-1.00	-1.00	-1.00	-1.00	-1.00	-1.00	3.84	1.00
PV1_008625	inf	nan	inf	nan	inf	inf	inf	nan	inf	nan
PV1_008626	0.64	-0.71	-0.61	-0.03	-0.11	-0.51	-0.35	0.15	-0.54	-0.15
PV1_008627	0.46	0.06	-0.30	0.60	0.62	-0.12	-0.28	-0.04	0.14	0.04
PV1_008628	0.01	-0.15	-0.63	-0.33	-0.45	-0.68	-0.34	0.07	-0.39	-0.07
PV1_008629	-0.62	-0.32	-0.62	0.63	-0.41	0.15	-1.00	0.26	-0.20	-0.26
PV1_008630	0.07	1.83	6.98	1.73	3.43	6.28	3.71	-0.50	0.30	0.50
PV1_008631	0.07	-1.00	-0.58	-1.00	-1.00	0.01	-1.00	1.00	0.49	-1.00
PV1_008632	-0.32	-1.00	10.13	0.74	2.35	5.05	4.70	0.12	1.61	-0.12
PV1_008633	-0.15	-0.50	-0.41	0.56	-0.45	-0.67	-0.25	0.06	-0.21	-0.06
PV1_008634	0.05	-0.53	-0.44	-0.70	-0.09	-0.67	-0.15	-0.14	-0.08	0.14
PV1_008635	-0.73	-0.52	-0.67	-0.07	-0.15	-0.39	-0.76	0.41	-0.05	-0.41
PV1_008636	0.44	0.91	0.29	-0.08	-0.26	1.51	1.06	-0.24	0.50	0.24
PV1_008637	-0.32	-0.60	-0.66	-0.77	-0.60	-0.67	-0.64	0.02	-0.59	-0.02
PV1_008638	0.28	1.26	11.21	-1.00	4.95	10.13	5.19	-0.10	1.67	0.10
PV1_008639	-0.76	-1.00	-0.72	-1.00	-0.51	-0.93	-1.00	-0.12	-0.67	0.12
PV1_008640	0.39	0.64	0.20	0.97	-0.16	2.59	-0.18	0.30	1.42	-0.30
PV1_008641	0.24	0.30	-0.27	0.64	-0.12	-0.56	0.01	-0.07	-0.20	0.07
PV1_008642	-1.00	6.54	4.10	6.25	3.41	0.35	2.76	1.00	1.97	-1.00
PV1_008643	0.48	0.31	-0.41	-1.00	1.68	0.17	-0.35	0.04	1.07	-0.04
PV1_008644	0.61	-0.59	1.10	0.56	-0.52	-0.35	1.83	0.50	0.44	-0.50
PV1_008645	0.50	-1.00	12.15	1.55	1.33	6.13	1.64	-0.30	4.23	0.30
PV1_008646	0.63	-0.52	-0.19	-0.08	-0.44	0.03	0.07	-0.11	0.70	0.11
PV1_008647	-0.07	-0.18	-0.67	-0.21	-0.04	-0.35	-0.34	-0.13	-0.29	0.13
PV1_008648	0.07	0.89	5.38	-1.00	3.42	8.47	1.82	1.00	1.98	-1.00
PV1_008649	0.10	3.86	-0.12	0.87	1.56	0.92	0.45	0.29	1.68	-0.29
PV1_008650	-0.74	-0.54	-0.77	-0.56	-0.36	-0.69	-0.83	-0.33	0.00	0.33
PV1_008651	-0.48	-0.77	-0.64	-0.56	-0.60	-0.55	-0.89	0.33	-0.55	-0.33
PV1_008652	-0.06	-0.39	-0.47	-0.33	-0.36	-0.59	0.44	0.04	-0.17	-0.04
PV1_008653	1.60	-0.46	0.52	1.08	-0.13	0.45	1.02	0.08	1.45	-0.08
PV1_008654	0.06	-0.32	-0.16	0.47	-0.20	-0.12	0.70	0.13	0.41	-0.13
PV1_008655	nan	nan	nan	inf	nan	inf	inf	nan	nan	nan
PV1_008656	0.17	-1.00	-0.53	-0.43	-0.48	-0.73	-0.41	-0.37	-0.07	0.37
PV1_008657	-1.00	-1.00	-0.08	-1.00	0.20	1.94	-1.00	-1.00	0.61	1.00
PV1_008658	-0.37	-0.63	-0.66	0.79	-0.89	-0.67	-0.81	0.18	0.47	-0.18
PV1_008659	-0.09	-0.36	1.97	-0.38	0.13	-0.54	0.44	-0.49	-0.49	0.49
PV1_008660	3.26	-1.00	27.88	-1.00	-1.00	16.57	2.76	1.00	1.97	-1.00
PV1_008661	7.53	6.55	54.27	2.63	7.84	47.69	38.49	1.00	3.46	-1.00
PV1_008662	0.73	-1.00	-1.00	-1.00	-0.10	0.37	-1.00	0.63	0.81	-0.63
PV1_008663	0.75	0.33	-0.70	1.55	0.17	-0.44	-1.00	-0.30	-0.13	0.30
PV1_008664	0.03	-0.03	-0.32	-0.48	-0.15	-0.40	-0.52	0.03	-0.24	-0.03
PV1_008665	0.45	0.19	-0.54	-0.67	-0.20	-0.11	-0.40	0.58	-0.19	-0.58
PV1_008666	inf	inf	inf	inf	inf	inf	inf	nan	inf	nan
PV1_008667	nan	nan	nan	nan	inf	inf	nan	nan	inf	nan
PV1_008668	-0.74	0.86	0.47	-0.10	1.45	-0.25	0.62	-0.14	0.10	0.14
PV1_008669	0.25	-1.00	6.95	1.12	0.94	6.11	4.49	0.46	-0.13	-0.46
PV1_008670	0.61	-0.59	-0.22	0.17	0.43	0.06	-0.70	-0.19	-0.20	0.19
PV1_008671	-1.00	6.54	10.89	-1.00	-1.00	0.35	-1.00	1.00	1.97	-1.00
PV1_008672	0.16	-0.22	-0.60	-0.06	-0.40	-0.63	-0.12	0.09	-0.23	-0.09
PV1_008673	0.46	-0.46	-0.69	-0.48	-0.00	-0.39	-0.46	-0.10	-0.30	0.10
PV1_008674	-0.63	-1.00	-0.85	-0.05	-0.13	-0.88	-1.00	-0.13	-0.48	0.13
PV1_008675	-1.00	-1.00	-1.00	-1.00	-0.54	0.70	-1.00	-0.16	-0.38	0.16
PV1_008676	-0.39	-0.54	-0.86	-1.00	-0.64	-0.67	-0.77	-0.06	-0.63	0.06
PV1_008677	nan	nan	inf	nan	nan	inf	inf	nan	inf	nan
PV1_008678	-0.26	-1.00	0.18	-1.00	0.15	5.34	-1.00	0.04	-0.48	-0.04
PV1_008679	-0.01	-0.12	0.58	-0.16	0.28	-0.06	-1.00	-0.07	0.73	0.07
PV1_008680	0.72	-0.66	0.83	-0.02	0.39	0.76	0.69	0.26	0.07	-0.26
PV1_008681	-1.00	-1.00	-0.15	-1.00	0.10	1.03	-1.00	1.00	3.46	-1.00
PV1_008682	-0.33	0.78	1.55	0.72	1.61	4.33	0.78	0.42	-0.06	-0.42
PV1_008683	-1.00	2.12	2.16	0.50	-1.00	1.51	2.10	0.24	-0.39	-0.24
PV1_008684	-0.65	-1.00	-0.72	-0.41	-0.64	0.10	0.53	-0.35	-0.27	0.35
PV1_008685	1.13	2.77	8.35	-1.00	2.32	1.71	8.40	1.00	4.95	-1.00
PV1_008686	nan	nan	inf	inf	nan	inf	inf	nan	inf	nan
PV1_008687	0.19	1.80	1.84	1.70	0.44	0.38	0.40	0.49	0.11	-0.49
PV1_008688	1.19	-0.22	1.80	0.12	0.59	1.36	2.29	0.34	0.22	-0.34
PV1_008689	-0.62	-0.46	-0.48	0.17	-0.41	-0.76	-0.53	0.18	-0.58	-0.18
PV1_008690	0.35	-0.49	-0.23	-0.51	-0.50	-0.51	0.19	0.13	0.34	-0.13
PV1_008691	-0.49	-0.26	-0.54	0.18	-0.11	-0.60	-0.59	-0.24	-0.13	0.24
PV1_008692	0.34	-0.21	-0.29	0.33	0.44	-0.22	0.38	-0.06	0.17	0.06
PV1_008693	-1.00	0.96	0.33	4.66	0.72	-0.30	-1.00	0.04	0.55	-0.04
PV1_008694	-0.09	-0.51	-0.53	-0.52	-0.71	-0.40	-0.38	-0.15	-0.46	0.15
PV1_008695	0.25	0.66	0.87	-0.47	-0.51	1.29	0.11	0.32	-0.56	-0.32
PV1_008696	0.30	0.02	-0.37	-0.02	-0.03	-0.09	1.16	0.69	-0.10	-0.69
PV1_008697	-0.25	-0.07	-0.37	0.15	-0.45	-0.62	-0.40	0.06	-0.16	-0.06
PV1_008698	0.70	-0.50	-0.55	0.45	-0.71	-0.46	-0.25	-0.47	0.19	0.47
PV1_008699	-0.07	0.23	-0.35	0.19	-0.34	-0.63	0.13	0.20	0.21	-0.20
PV1_008700	3.27	-1.00	12.60	1.42	4.89	7.11	10.28	1.00	7.93	-1.00
PV1_008701	1.22	-1.00	1.65	-1.00	2.45	5.33	0.96	0.04	-1.00	-0.04
PV1_008702	nan	nan	inf	nan	nan	inf	nan	nan	nan	nan
PV1_008703	nan	nan	inf	inf	nan	inf	inf	nan	inf	nan
PV1_008704	0.04	0.46	-0.34	-0.30	-0.03	0.18	-0.09	0.55	0.59	-0.55
PV1_008705	-1.00	0.33	-0.70	-1.00	-0.22	0.67	-0.34	-0.30	0.05	0.30
PV1_008706	-0.47	0.89	16.64	1.72	2.04	5.93	7.46	1.00	0.12	-1.00
PV1_008707	-0.68	-0.16	-1.00	0.61	-0.59	-0.40	-0.86	0.11	-0.45	-0.11
PV1_008708	-1.00	-1.00	0.21	1.59	-1.00	0.21	-0.33	-0.64	0.06	0.64
PV1_008709	0.56	-0.05	1.25	0.53	0.18	1.05	2.27	0.40	0.88	-0.40
PV1_008710	-0.66	0.36	-0.63	-0.27	-0.38	-0.70	-0.77	0.08	-0.64	-0.08
PV1_008711	0.02	-0.36	-0.07	-0.01	-0.66	-0.33	0.22	0.02	-0.03	-0.02
PV1_008712	0.13	0.25	-0.44	0.68	0.57	-0.04	0.62	0.39	0.13	-0.39
PV1_008713	0.28	-1.00	4.09	1.17	2.97	6.08	3.50	-0.10	1.23	0.10
PV1_008714	-1.00	-1.00	-0.40	-1.00	-1.00	2.80	-1.00	-0.30	0.05	0.30
PV1_008715	nan	inf	inf	nan	inf	inf	inf	nan	nan	nan
PV1_008716	2.65	1.42	13.93	1.33	1.48	2.98	8.46	0.61	2.34	-0.61
PV1_008717	3.26	-1.00	17.69	13.51	1.21	9.81	10.27	1.00	1.97	-1.00
PV1_008718	0.73	2.07	2.11	1.95	2.59	7.79	0.53	0.63	0.81	-0.63
PV1_008719	nan	nan	inf	inf	nan	nan	inf	nan	nan	nan
PV1_008720	0.02	0.26	-0.72	-0.13	-0.10	-0.71	-0.10	0.34	0.14	-0.34
PV1_008721	-0.12	0.96	-0.38	-0.25	-0.20	-0.30	-0.22	0.14	0.54	-0.14
PV1_008722	0.88	-0.40	-0.05	-0.13	-0.12	-0.13	1.26	0.04	0.31	-0.04
PV1_008723	0.12	0.32	-1.00	-0.37	-0.23	-0.88	-1.00	-0.13	-0.22	0.13
PV1_008724	-1.00	-1.00	0.30	-1.00	-1.00	0.38	-1.00	0.53	0.52	-0.53
PV1_008725	-0.45	-0.73	-0.55	-0.47	-0.54	-0.66	-0.73	0.22	-0.60	-0.22
PV1_008726	nan	nan	inf	nan	nan	inf	inf	nan	nan	nan
PV1_008727	-0.00	-0.50	-0.15	0.46	-0.48	-0.46	-0.62	0.14	-0.10	-0.14
PV1_008728	0.50	-1.00	1.99	4.10	7.54	2.33	0.32	-0.30	1.09	0.30
PV1_008729	0.60	-0.37	0.91	-0.70	0.11	0.13	0.41	0.00	0.99	-0.00
PV1_008730	-0.79	-0.43	-0.87	-0.64	-0.56	-0.70	-0.53	-0.20	-0.48	0.20
PV1_008731	-0.10	-0.20	-0.33	-0.04	-0.33	-0.18	-0.55	0.03	-0.14	-0.03
PV1_008732	0.50	-1.00	1.59	-1.00	-0.22	0.90	-0.56	-0.30	0.40	0.30
PV1_008733	-0.38	1.18	-0.26	2.15	0.28	3.10	0.09	0.73	-0.14	-0.73
PV1_008734	-0.69	0.11	-0.13	3.27	0.95	-0.01	-1.00	0.32	2.50	-0.32
PV1_008735	-0.36	0.41	-0.62	0.36	0.07	-0.65	-0.30	-0.10	-0.22	0.10
PV1_008736	1.22	0.96	6.96	-1.00	3.02	10.26	4.87	0.04	-0.23	-0.04
PV1_008737	-1.00	-1.00	-0.63	-1.00	-0.52	0.17	-0.18	-1.00	-0.35	1.00
PV1_008738	-1.00	-1.00	-1.00	-0.05	-1.00	-1.00	-1.00	-0.21	-1.00	0.21
PV1_008739	2.20	0.89	-0.15	4.44	1.21	0.35	-0.06	1.00	0.49	-1.00
PV1_008740	0.95	-0.51	0.89	3.75	1.02	-0.29	0.72	-0.08	2.50	0.08
PV1_008741	-0.74	-0.70	-0.66	0.17	-0.47	-0.67	-0.02	-0.11	-0.28	0.11
